,ID,FY,Area,Add1,City,STPostal,NPRZip5,NPRDisasterNo,DisasterDescription,County,Owner,ResType,DamageCat,DateClosed,StrucType,PartOfProj,ProjTitle,ProjID,Status,Action,ProjCounties,Grantee,Subgrantee,Type,NPRDateClosed,NPRPricePaid,NPRLatitude,NPRLongitude,NPRElevation
4418,2121,1993,HMGP,18558 LARIAT LN,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.3656,-91.0959,547.83
4419,2122,1993,HMGP,18563 RANCH LN,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.329168,-91.10448199999999,546.08
4420,2123,1993,HMGP,18574 LARIAT LN,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.3656,-91.0959,547.83
4421,2124,1993,HMGP,18617 317TH ST,LONG GROVE,IA,52756,0996,SEVERE STORMS & FLOODING,Scott,,,,12/12/1997,,Yes,SCOTT COUNTY RESIDENTIAL FLOOD RECOVERY,DR-0996-0006-R,Closed,Acquisition,SCOTT,,SCOTT,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/12/1997,,41.767734999999995,-90.53694,610.37
4422,2125,1993,HMGP,18650 317TH ST,LONG GROVE,IA,52756,0996,SEVERE STORMS & FLOODING,Scott,,,,12/12/1997,,Yes,SCOTT COUNTY RESIDENTIAL FLOOD RECOVERY,DR-0996-0006-R,Closed,Acquisition,SCOTT,,SCOTT,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/12/1997,,41.76777,-90.536224,610.65
4423,2126,1993,HMGP,1875 JONES CABIN LN,NICHOLS,IA,52766,0996,SEVERE STORMS & FLOODING,Muscatine,,,,9/23/1996,,Yes,ACQUISITION & ELEVATION OF HOMES ALONG THE CEDAR & MISSISSIPPI,DR-0996-0010-R,Closed,Acquisition,MUSCATINE,,MUSCATINE CO,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,9/23/1996,,41.463665,-91.210495,607.51
4424,2127,1993,HMGP,18821 F AVE,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.331844,-91.09916,545.09
4425,2128,1993,HMGP,18849 F AVE,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.332153000000005,-91.09916,545.53
4426,2129,1993,HMGP,18867 F AVE,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.33235,-91.09916,545.65
4427,2130,1993,HMGP,18885 F AVE,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.33255,-91.09916,545.66
4428,2131,1993,HMGP,18913 F AVE,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.33286,-91.09916,545.9
4429,2132,1993,HMGP,18931 F AVE,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.333057000000004,-91.09916,544.67
4481,2184,1993,HMGP,2078 SPRING ST,ELRICK,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.098597999999996,-91.1175,562.38
4521,2224,1993,HMGP,21515 STATE HWY 92 RR1 BOX 2,COLUMBUS JUNCTION,IA,52738,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.2723,-91.3728,715.39
4575,2278,1993,HMGP,24790 VALLEY DR,PLEASANT VALLEY,IA,52767,0996,SEVERE STORMS & FLOODING,Scott,,,,12/12/1997,,Yes,SCOTT COUNTY RESIDENTIAL FLOOD RECOVERY,DR-0996-0006-R,Closed,Acquisition,SCOTT,,SCOTT,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/12/1997,,41.569645,-90.42262,590.06
4582,2285,1993,HMGP,2505 CAPTAINS RD,BETTENDORF,IA,52722,0996,SEVERE STORMS & FLOODING,Scott,,,,12/12/1997,,Yes,SCOTT COUNTY RESIDENTIAL FLOOD RECOVERY,DR-0996-0006-R,Closed,Acquisition,SCOTT,,SCOTT,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/12/1997,,41.549119,-90.441231,568.58
4589,2292,1993,HMGP,2525 CAPTAINS RD,BETTENDORF,IA,52722,0996,SEVERE STORMS & FLOODING,Scott,,,,12/12/1997,,Yes,SCOTT COUNTY RESIDENTIAL FLOOD RECOVERY,DR-0996-0006-R,Closed,Acquisition,SCOTT,,SCOTT,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/12/1997,,41.549236,-90.44237199999999,578.75
4599,2302,1993,HMGP,2611 RIVER RD,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Muscatine,,,,9/23/1996,,Yes,MUSCATINE ACQUISITION PART 1 OF 2,DR-0996-0051-R,Closed,Acquisition,MUSCATINE,,MUSCATINE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,9/23/1996,,41.433643,-91.02349,553.73
4626,2329,1993,HMGP,"27 PONDEROSA,  PARCEL 27",MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.4288,-91.0445,632.25
4689,2392,1993,HMGP,309 CHESTNUT,LETTS,IA,52754,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.3469,-91.2477,695.76
4694,2397,1993,HMGP,3108 KEOTA AVE,DAVENPORT,IA,52801,0996,SEVERE STORMS & FLOODING,Scott,,,,11/25/1996,,Yes,ACQUISITION/DEMOLITION OF PROPERTIES ALONG MISSISSIPPI,DR-0996-0014-R,Closed,Acquisition,SCOTT,,DAVENPORT,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,11/25/1996,,41.503869,-90.62867,565.86
4697,2400,1993,HMGP,3115 KEOTA,DAVENPORT,IA,52801,0996,SEVERE STORMS & FLOODING,Scott,,,,11/25/1996,,Yes,ACQUISITION/DEMOLITION OF PROPERTIES ALONG MISSISSIPPI,DR-0996-0014-R,Closed,Acquisition,SCOTT,,DAVENPORT,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,11/25/1996,,41.503731,-90.620938,557.38
4702,2405,1993,HMGP,3128 PANSY AVE,DAVENPORT,IA,52801,0996,SEVERE STORMS & FLOODING,Scott,,,,11/25/1996,,Yes,ACQUISITION/DEMOLITION OF PROPERTIES ALONG MISSISSIPPI,DR-0996-0014-R,Closed,Acquisition,SCOTT,,DAVENPORT,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,11/25/1996,,41.503069,-90.62120300000001,557.43
4703,2406,1993,HMGP,312 CANNON,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Muscatine,,,,9/23/1996,,Yes,MUSCATINE ACQUISITION PART 1 OF 2,DR-0996-0051-R,Closed,Acquisition,MUSCATINE,,MUSCATINE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,9/23/1996,,41.431709000000005,-91.025926,553.3
4708,2411,1993,HMGP,314 CANNON AVENUE,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Muscatine,,,,9/23/1996,,Yes,MUSCATINE ACQUISITION PART 1 OF 2,DR-0996-0051-R,Closed,Acquisition,MUSCATINE,,MUSCATINE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,9/23/1996,,41.431687,-91.025743,552.24
4728,2431,1993,HMGP,319 PALM BLK 6 (LOT 4),MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Muscatine,,,,9/23/1996,,Yes,MUSCATINE ACQUISITION PART 1 OF 2,DR-0996-0051-R,Closed,Acquisition,MUSCATINE,,MUSCATINE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,9/23/1996,,41.431027,-91.02682,555.89
4729,2432,1993,HMGP,319 PALM BLOCK 6 (LOT 5),MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Muscatine,,,,9/23/1996,,Yes,MUSCATINE ACQUISITION PART 1 OF 2,DR-0996-0051-R,Closed,Acquisition,MUSCATINE,,MUSCATINE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,9/23/1996,,41.4288,-91.0445,632.25
4748,2451,1993,HMGP,323 PALM,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Muscatine,,,,9/23/1996,,Yes,MUSCATINE ACQUISITION PART 1 OF 2,DR-0996-0051-R,Closed,Acquisition,MUSCATINE,,MUSCATINE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,9/23/1996,,41.431038,-91.026921,557.3
4756,2459,1993,HMGP,327 PALM,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Muscatine,,,,9/23/1996,,Yes,MUSCATINE ACQUISITION PART 1 OF 2,DR-0996-0051-R,Closed,Acquisition,MUSCATINE,,MUSCATINE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,9/23/1996,,41.431000000000004,-91.02702099999999,557.7
4768,2471,1993,HMGP,3310 MAIN ST,COLUMBUS JUNCTION,IA,52738,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.287323,-91.36058,590.6
4791,2494,1993,HMGP,3680 DISMORE,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Muscatine,,,,9/23/1996,,Yes,ACQUISITION & ELEVATION OF HOMES ALONG THE CEDAR & MISSISSIPPI,DR-0996-0010-R,Closed,Acquisition,MUSCATINE,,MUSCATINE CO,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,9/23/1996,,41.458,-91.0687,679.4
4843,2546,1993,HMGP,412 WALNUT ST,COLUMBUS JUNCTION,IA,52738,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.28014,-91.364784,595.0
4908,2611,1993,HMGP,502 2ND ST,OAKVILLE,IA,52646,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.099823,-91.04319,538.63
4909,2612,1993,HMGP,502 2ND ST,OAKVILLE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.3627,-91.0963,549.13
4996,2699,1993,HMGP,615 WALNUT ST,COLUMBUS JUNCTION,IA,52738,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.280105999999996,-91.3661,589.32
5015,2718,1993,HMGP,6 BLK 5 CANNON & BATTERSON,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Muscatine,,,,9/23/1996,,Yes,MUSCATINE ACQUISITION PART 1 OF 2,DR-0996-0051-R,Closed,Acquisition,MUSCATINE,,MUSCATINE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,9/23/1996,,41.4288,-91.0445,632.25
5035,2738,1993,HMGP,7662 H AVE,WAPELLO,IA,52653,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.184204,-91.13888,606.72
5037,2740,1993,HMGP,7 BLK 5 CANNON & BATTERSON,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Muscatine,,,,9/23/1996,,Yes,MUSCATINE ACQUISITION PART 1 OF 2,DR-0996-0051-R,Closed,Acquisition,MUSCATINE,,MUSCATINE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,9/23/1996,,41.4288,-91.0445,632.25
5052,2755,1993,HMGP,8545 172ND ST,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.308956,-91.09044,547.05
5053,2756,1993,HMGP,8547 172ND STREET,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.308956,-91.09046,547.05
5055,2758,1993,HMGP,8773 172ND ST,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.308727000000005,-91.091662,544.12
5056,2759,1993,HMGP,8773 172ND STREET,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.3656,-91.0959,547.83
5057,2760,1993,HMGP,8850 BILL JOE RD,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.434,-91.0805,695.7
5058,2761,1993,HMGP,8852 BILL JOE RD,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.3656,-91.0959,547.83
5059,2762,1993,HMGP,8924 STEPHEN RD,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.3656,-91.0959,547.83
5060,2763,1993,HMGP,8926 BILL JOE RD,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.299355,-91.09957,545.57
5061,2764,1993,HMGP,8961 OUTER DR,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.305214,-91.09654,545.51
5062,2765,1993,HMGP,8997 OUTLER DR,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.304063,-91.099643,546.55
5063,2766,1993,HMGP,8 BLK 6 CANNON & BATTERSON,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Muscatine,,,,9/23/1996,,Yes,MUSCATINE ACQUISITION PART 1 OF 2,DR-0996-0051-R,Closed,Acquisition,MUSCATINE,,MUSCATINE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,9/23/1996,,41.4288,-91.0445,632.25
5066,2769,1993,HMGP,9029 172ND STREET,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.30908,-91.10058599999999,547.92
5075,2778,1993,HMGP,9137 180TH ST,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.320053,-91.10274,543.4
5076,2779,1993,HMGP,9143 170TH ST,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.3462,-91.10700000000001,542.14
5077,2780,1993,HMGP,9185 170TH ST,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.305789000000004,-91.105722,542.29
5078,2781,1993,HMGP,9185 170TH STREET,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.305789000000004,-91.105722,542.29
5079,2782,1993,HMGP,9217 170TH ST,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.3462,-91.10700000000001,542.14
5080,2783,1993,HMGP,9258 CIMARON RD,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.3656,-91.0959,547.83
5081,2784,1993,HMGP,9265 PONDEROSA,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.3656,-91.0959,547.83
5082,2785,1993,HMGP,9272 BANAZA RD,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.328936999999996,-91.105621,545.55
5083,2786,1993,HMGP,9274 CIMARRON RD,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.33048,-91.10541500000001,542.8
5084,2787,1993,HMGP,9276 PONDEROSA RD,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.32969,-91.10777,541.42
5085,2788,1993,HMGP,9277 BANANZA RD,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.328854,-91.10799,542.95
5086,2789,1993,HMGP,9281 BANANZA RD,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.328854,-91.10793000000001,543.19
5087,2790,1993,HMGP,9283 PONDEROSA ROAD,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.329662,-91.10769,541.42
5088,2791,1993,HMGP,9287 CIMARRON RD,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.330459999999995,-91.10754,540.82
5089,2792,1993,HMGP,9294  PONDEROSA,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.3656,-91.0959,547.83
5090,2793,1993,HMGP,9296 BANANZA RD,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.32888,-91.10848,541.88
5091,2794,1993,HMGP,9296 BANAZA RD,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.328936999999996,-91.105863,544.7
5092,2795,1993,HMGP,9298 CIMARRON RD,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.330482,-91.10579,542.24
5093,2796,1993,HMGP,9303 CIMARRON RD,MUSCATINE,IA,52761,0996,SEVERE STORMS & FLOODING,Louisa,,,,12/2/1998,,Yes,LOUISA COUNTY ELEVATION & BUYOUT OF PROPERTIES,DR-0996-0008-R,Closed,Acquisition,LOUISA,,LOUISA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,12/2/1998,,41.330459999999995,-91.107285,541.32
